,Age,Income_Monthly,Credit_Score,Debt_to_Income_Ratio,Experience_Years,Existing_Loans_Count,Savings_Balance,Missed_Payments_Last_Year,Default_Status,Debt_Stress_Index,Monthly_Debt_Amount
1154,24,14345,453,0.16,10,2,5427,0,1,72.48,2295.2000000000003
1155,54,11713,548,0.51,33,3,82775,2,0,279.48,5973.63
1156,49,10488,578,0.51,26,1,33364,0,0,294.78000000000003,5348.88
1157,29,4181,739,0.5,20,2,78696,0,0,369.5,2090.5
1158,55,13594,575,0.46,30,1,146828,1,0,264.5,6253.240000000001
1159,56,4296,813,0.5,3,3,149977,0,0,406.5,2148.0
1160,53,9164,387,0.44,16,4,28955,0,0,170.28,4032.16
1161,45,4597,804,0.43,19,0,4227,0,0,345.71999999999997,1976.71
1162,35,2901,540,0.43,24,3,121804,3,0,232.2,1247.43
1163,53,8060,535,0.36,39,2,38419,1,0,192.6,2901.6
1164,64,11290,427,0.28,22,4,69226,0,0,119.56000000000002,3161.2000000000003
1165,37,3677,802,0.47,14,1,13073,1,0,376.94,1728.1899999999998
1166,25,4881,499,0.25,32,4,27381,0,0,124.75,1220.25
1167,58,7622,842,0.37,18,4,147721,3,0,311.54,2820.14
1168,42,10052,801,0.32,14,2,126666,0,0,256.32,3216.64
1169,35,3378,791,0.24,4,0,61526,0,0,189.84,810.7199999999999
1170,52,3248,320,0.59,15,4,27723,0,1,188.79999999999998,1916.32
1171,39,13927,533,0.23,31,4,89716,0,0,122.59,3203.21
1172,28,7650,715,0.25,21,0,135869,0,0,178.75,1912.5
1173,31,14433,447,0.18,31,0,15830,1,1,80.46,2597.94
1174,28,8079,328,0.51,12,1,31413,2,1,167.28,4120.29
1175,54,11456,660,0.39,37,1,65673,2,0,257.40000000000003,4467.84
1176,44,12099,607,0.41,25,0,53695,0,0,248.86999999999998,4960.59
1177,42,9036,461,0.51,16,3,30008,0,1,235.11,4608.36
1178,40,8487,360,0.27,4,0,105890,0,0,97.2,2291.4900000000002
1179,40,3058,424,0.2,32,1,39748,0,0,84.80000000000001,611.6
1180,57,12941,755,0.2,26,2,123713,0,0,151.0,2588.2000000000003
1181,50,4048,370,0.47,4,2,37389,0,1,173.89999999999998,1902.56
1182,39,8115,765,0.41,36,4,140011,0,0,313.65,3327.1499999999996
1183,23,6248,542,0.2,6,2,96641,0,0,108.4,1249.6000000000001
1184,22,4476,789,0.17,17,1,139683,1,0,134.13,760.9200000000001
1185,26,14208,520,0.16,30,2,86627,0,0,83.2,2273.28
1186,41,6603,772,0.41,5,3,130668,1,0,316.52,2707.23
1187,32,13389,832,0.1,1,0,104772,0,0,83.2,1338.9
1188,63,14778,793,0.11,12,0,109149,0,0,87.23,1625.58
1189,23,5553,381,0.29,10,1,130972,0,1,110.49,1610.37
1190,24,14632,821,0.45,25,4,141120,0,0,369.45,6584.400000000001
1191,44,11953,311,0.45,20,0,44738,0,0,139.95000000000002,5378.85
1192,33,2220,562,0.32,1,2,137045,2,0,179.84,710.4
1193,41,6818,748,0.45,39,3,89192,0,0,336.6,3068.1
1194,26,9192,491,0.36,19,4,27191,0,1,176.76,3309.12
1195,58,6623,413,0.59,16,4,71271,0,1,243.67,3907.5699999999997
1196,59,9349,325,0.18,15,4,33632,0,0,58.5,1682.82
1197,51,7618,798,0.4,4,0,17136,0,0,319.20000000000005,3047.2000000000003
1198,30,13080,807,0.35,13,4,45140,0,0,282.45,4578.0
1199,55,11856,844,0.2,23,1,10421,0,0,168.8,2371.2000000000003
1200,56,9209,361,0.47,3,2,29252,0,1,169.67,4328.23
1201,43,14178,528,0.24,23,3,85984,0,0,126.72,3402.72
1202,45,6576,334,0.29,8,2,86631,1,1,96.86,1907.04
1203,38,13169,755,0.29,2,1,55011,0,0,218.95,3819.0099999999998
1204,31,3871,801,0.22,8,1,90398,0,0,176.22,851.62
1205,51,9915,324,0.32,17,2,131317,0,0,103.68,3172.8
1206,44,3462,331,0.34,35,0,70737,0,0,112.54,1177.0800000000002
1207,53,7521,311,0.47,18,1,135419,0,0,146.17,3534.87
1208,38,10536,618,0.48,23,4,69824,0,0,296.64,5057.28
1209,38,10236,300,0.18,3,3,133868,0,0,54.0,1842.48
1210,35,9813,734,0.4,8,3,44649,2,0,293.6,3925.2000000000003
1211,30,4068,435,0.55,32,1,96511,0,1,239.25000000000003,2237.4
1212,61,7753,495,0.15,0,4,135813,0,0,74.25,1162.95
1213,23,9237,432,0.34,34,2,71195,0,0,146.88000000000002,3140.5800000000004
1214,46,9016,385,0.48,9,3,115437,2,0,184.79999999999998,4327.68
1215,60,8191,775,0.41,11,4,142803,0,0,317.75,3358.31
1216,30,3514,623,0.15,17,4,2123,3,0,93.45,527.1
1217,43,4598,479,0.3,13,0,34942,1,1,143.7,1379.3999999999999
1218,64,3001,815,0.35,9,1,55289,1,1,285.25,1050.35
1219,25,3033,474,0.6,9,4,128218,0,0,284.4,1819.8
1220,47,12232,320,0.19,17,2,46023,1,1,60.8,2324.08
1221,50,8899,404,0.59,23,3,35180,0,1,238.35999999999999,5250.41
1222,55,10465,742,0.29,0,0,3574,1,0,215.17999999999998,3034.85
1223,44,7051,348,0.2,29,2,125285,1,0,69.60000000000001,1410.2
1224,58,12839,827,0.31,14,3,134432,0,0,256.37,3980.09
1225,32,11971,444,0.41,7,1,119626,0,0,182.04,4908.11
1226,27,6476,639,0.21,34,2,5718,0,0,134.19,1359.96
1227,39,2478,653,0.25,17,3,140457,0,0,163.25,619.5
1228,42,2515,374,0.53,15,0,57183,0,1,198.22,1332.95
1229,63,14478,618,0.6,20,3,23807,3,1,370.8,8686.8
1230,57,3191,386,0.26,14,4,149822,0,0,100.36,829.6600000000001
1231,62,12860,341,0.17,4,0,17044,0,1,57.970000000000006,2186.2000000000003
1232,59,8297,392,0.5,6,2,7646,0,1,196.0,4148.5
1233,55,11603,806,0.4,6,1,54239,1,0,322.40000000000003,4641.2
1234,38,13472,828,0.15,26,0,113957,2,0,124.19999999999999,2020.8
1235,58,2271,564,0.57,24,0,7307,0,0,321.47999999999996,1294.4699999999998
1236,46,10334,591,0.14,21,0,94904,0,0,82.74000000000001,1446.7600000000002
1237,59,9778,763,0.41,12,3,31322,0,0,312.83,4008.9799999999996
1238,33,8008,396,0.31,16,4,84403,0,0,122.76,2482.48
1239,44,9987,394,0.38,12,1,10117,0,0,149.72,3795.06
1240,63,5332,625,0.21,25,1,146266,1,0,131.25,1119.72
1241,43,2787,373,0.44,8,4,31336,0,1,164.12,1226.28
1242,42,8222,635,0.58,4,3,138836,0,0,368.29999999999995,4768.759999999999
1243,48,11873,367,0.33,38,3,30021,1,1,121.11,3918.09
1244,52,2622,376,0.36,32,4,95481,0,0,135.35999999999999,943.92
1245,27,5841,507,0.22,3,4,80209,0,0,111.54,1285.02
1246,48,5676,520,0.55,27,2,63690,0,0,286.0,3121.8
1247,61,4572,561,0.59,25,3,9490,0,0,330.99,2697.48
1248,55,8915,709,0.49,3,0,124751,0,0,347.40999999999997,4368.35
1249,33,7033,630,0.37,15,1,129641,1,0,233.1,2602.21
1250,28,9788,643,0.58,36,3,30080,2,1,372.94,5677.04
1251,31,13452,373,0.18,21,4,117060,0,0,67.14,2421.36
1252,38,7214,553,0.34,35,0,63570,0,0,188.02,2452.76
1253,47,6712,631,0.37,37,2,72862,0,0,233.47,2483.44
1254,42,2066,697,0.35,34,2,88083,0,0,243.95,723.0999999999999
1255,49,14478,644,0.5,24,0,102745,0,0,322.0,7239.0
1256,23,9533,754,0.44,7,0,149098,0,0,331.76,4194.52
1257,64,6616,414,0.16,16,4,17721,0,1,66.24,1058.56
1258,22,3140,612,0.27,17,4,142339,2,0,165.24,847.8000000000001
1259,57,12506,527,0.27,11,1,71345,3,1,142.29000000000002,3376.6200000000003
1260,47,7730,544,0.38,32,1,124704,1,0,206.72,2937.4
1261,50,12724,825,0.25,22,2,78876,0,0,206.25,3181.0
1262,42,13772,827,0.16,11,0,35131,0,0,132.32,2203.52
1263,32,9465,726,0.43,10,2,32246,0,0,312.18,4069.95
1264,61,11379,341,0.53,12,4,8098,2,1,180.73000000000002,6030.87
1265,32,6471,764,0.57,34,3,114719,2,0,435.47999999999996,3688.47
1266,57,14940,577,0.59,26,4,118074,3,0,340.43,8814.6
1267,60,5339,318,0.49,24,3,31201,2,1,155.82,2616.11
1268,61,2548,365,0.17,39,0,79864,0,0,62.050000000000004,433.16
1269,56,9675,466,0.53,2,0,111936,1,0,246.98000000000002,5127.75
1270,55,14279,702,0.3,24,0,95426,3,0,210.6,4283.7
1271,45,10264,708,0.46,9,1,1982,0,0,325.68,4721.4400000000005
1272,43,2198,411,0.37,16,1,60065,1,1,152.07,813.26
1273,26,13393,573,0.51,2,3,113056,2,0,292.23,6830.43
1274,54,11973,706,0.31,21,2,31443,0,0,218.85999999999999,3711.63
1275,57,2571,672,0.13,37,2,84043,0,0,87.36,334.23
1276,41,2790,338,0.38,13,3,115254,0,1,128.44,1060.2
1277,40,11830,404,0.19,26,1,135122,0,1,76.76,2247.7
1278,56,12023,623,0.58,19,4,135061,0,0,361.34,6973.339999999999
1279,64,12047,713,0.36,17,3,19076,0,0,256.68,4336.92
1280,38,3174,728,0.38,12,2,23116,0,0,276.64,1206.1200000000001
1281,64,13932,360,0.55,5,3,23653,0,1,198.00000000000003,7662.6
1282,55,13469,606,0.41,9,3,29432,3,0,248.45999999999998,5522.29
1283,30,2178,653,0.25,36,0,119537,0,0,163.25,544.5
1284,47,4244,692,0.25,28,1,135608,2,0,173.0,1061.0
1285,23,6086,503,0.35,5,0,148259,0,0,176.04999999999998,2130.1
1286,30,2734,557,0.53,38,1,55802,0,0,295.21000000000004,1449.02
1287,30,8232,785,0.5,10,3,25528,0,0,392.5,4116.0
1288,61,2798,816,0.58,24,1,92145,1,1,473.28,1622.84
1289,38,9601,745,0.14,29,2,107469,0,0,104.30000000000001,1344.14
1290,22,10979,479,0.23,19,0,34449,0,0,110.17,2525.17
1291,46,4795,641,0.14,36,3,37458,0,0,89.74000000000001,671.3000000000001
1292,64,14496,432,0.48,15,2,52584,0,1,207.35999999999999,6958.08
1293,61,6588,742,0.17,30,1,50937,0,0,126.14000000000001,1119.96
1294,63,9297,552,0.15,28,1,75433,0,0,82.8,1394.55
1295,46,5084,564,0.38,5,2,7631,0,0,214.32,1931.92
1296,60,13110,392,0.31,28,1,13925,1,1,121.52,4064.1
1297,56,2731,710,0.46,31,0,72547,2,1,326.6,1256.26
1298,24,3129,437,0.34,8,4,71367,0,1,148.58,1063.8600000000001
1299,58,13638,507,0.31,36,1,17379,0,0,157.17,4227.78
1300,51,3605,606,0.31,22,3,113194,1,0,187.85999999999999,1117.55
1301,59,13970,565,0.54,15,1,111859,0,0,305.1,7543.8
1302,55,12937,617,0.3,17,3,143217,0,0,185.1,3881.1
1303,33,13362,412,0.27,18,1,36399,0,0,111.24000000000001,3607.7400000000002
1304,40,14881,677,0.27,1,1,149417,0,1,182.79000000000002,4017.8700000000003
1305,58,4933,753,0.2,9,3,82050,2,0,150.6,986.6
1306,38,11407,490,0.53,11,0,126987,3,0,259.7,6045.71
1307,31,10516,739,0.17,17,4,114174,2,0,125.63000000000001,1787.72
1308,33,7074,486,0.55,18,4,112791,1,1,267.3,3890.7000000000003
1309,37,12042,666,0.24,37,0,147798,2,0,159.84,2890.08
1310,45,9099,388,0.55,36,1,23402,0,1,213.4,5004.450000000001
1311,40,3490,486,0.5,26,4,111377,1,0,243.0,1745.0
1312,29,2893,431,0.39,13,0,71147,0,0,168.09,1128.27
1313,52,3390,675,0.43,33,0,103912,1,0,290.25,1457.7
1314,42,5389,398,0.26,1,4,137259,0,0,103.48,1401.14
1315,38,6239,333,0.39,32,3,128507,0,0,129.87,2433.21
1316,44,6479,470,0.25,18,2,105066,0,0,117.5,1619.75
1317,58,4263,665,0.3,26,3,129406,0,0,199.5,1278.8999999999999
1318,37,5432,358,0.48,29,1,33466,0,1,171.84,2607.36
1319,27,4371,480,0.22,6,3,51447,0,0,105.6,961.62
1320,29,13278,318,0.52,26,2,32937,1,1,165.36,6904.56
1321,46,6312,525,0.29,20,2,8239,2,0,152.25,1830.4799999999998
1322,39,3515,772,0.37,6,0,140757,1,0,285.64,1300.55
1323,46,8326,394,0.57,24,1,3759,1,1,224.57999999999998,4745.82
1324,33,9088,596,0.44,37,0,91861,1,0,262.24,3998.72
1325,36,7586,474,0.42,17,3,5734,2,1,199.07999999999998,3186.12
1326,47,4917,521,0.46,32,3,117069,0,0,239.66,2261.82
1327,62,7731,353,0.56,32,4,105226,0,0,197.68,4329.360000000001
1328,47,9686,702,0.22,31,0,3782,2,0,154.44,2130.92
1329,53,12544,617,0.41,24,0,135824,0,0,252.97,5143.04
1330,31,3167,648,0.3,13,0,111585,0,0,194.4,950.0999999999999
1331,37,10302,742,0.11,37,0,75138,1,0,81.62,1133.22
1332,28,7109,839,0.16,37,2,136585,0,0,134.24,1137.44
1333,38,6327,581,0.26,3,4,22084,0,0,151.06,1645.02
1334,44,7810,659,0.38,17,1,20587,0,0,250.42000000000002,2967.8
1335,47,5655,307,0.54,9,1,2175,1,1,165.78,3053.7000000000003
1336,42,5793,790,0.5,34,1,85826,3,1,395.0,2896.5
1337,43,11947,640,0.38,34,2,97899,0,0,243.2,4539.86
1338,28,8738,771,0.14,39,4,42393,0,0,107.94000000000001,1223.3200000000002
1339,35,3577,548,0.24,22,4,15062,0,0,131.51999999999998,858.48
1340,36,11488,534,0.28,24,2,147025,0,0,149.52,3216.6400000000003
1341,28,13966,382,0.41,0,0,50309,0,1,156.62,5726.0599999999995
1342,30,4220,392,0.13,17,3,67745,0,1,50.96,548.6
1343,29,11164,693,0.37,14,0,126776,0,0,256.41,4130.68
1344,44,3030,567,0.55,24,1,126628,0,0,311.85,1666.5000000000002
1345,50,12785,716,0.45,31,0,66956,0,0,322.2,5753.25
1346,39,8691,828,0.5,19,2,113118,0,0,414.0,4345.5
1347,52,5992,552,0.44,16,1,81623,0,0,242.88,2636.48
1348,51,14805,421,0.2,10,3,37285,0,1,84.2,2961.0
1349,60,2913,309,0.16,12,1,93845,0,0,49.44,466.08
1350,56,8358,615,0.51,24,0,39430,0,0,313.65,4262.58
1351,39,4181,572,0.45,19,4,46515,0,0,257.40000000000003,1881.45
1352,63,5197,605,0.39,24,4,61106,0,0,235.95000000000002,2026.8300000000002
1353,60,8040,509,0.19,30,4,22647,0,0,96.71000000000001,1527.6
1354,38,3462,763,0.4,0,1,23039,2,1,305.2,1384.8000000000002
1355,35,12570,715,0.12,15,4,79838,0,0,85.8,1508.3999999999999
1356,52,13646,515,0.16,27,2,94856,0,0,82.4,2183.36
1357,45,9037,379,0.26,20,3,132894,0,0,98.54,2349.62
1358,56,13745,779,0.32,29,4,112940,0,0,249.28,4398.400000000001
1359,55,11499,846,0.16,2,2,11774,0,0,135.36,1839.8400000000001
1360,24,6994,317,0.16,33,2,114051,0,0,50.72,1119.04
1361,58,11381,464,0.46,5,1,130195,0,0,213.44,5235.26
1362,64,7308,824,0.38,28,1,133984,0,0,313.12,2777.04
1363,61,8221,501,0.37,2,3,122325,1,0,185.37,3041.77
1364,47,9090,645,0.33,32,3,133450,0,0,212.85000000000002,2999.7000000000003
1365,44,9769,665,0.59,10,0,137702,0,1,392.34999999999997,5763.71
1366,60,2687,747,0.12,4,3,49966,1,0,89.64,322.44
1367,36,6661,812,0.19,31,1,81623,0,0,154.28,1265.59
1368,25,11399,618,0.42,17,2,132096,1,0,259.56,4787.58
1369,50,3894,516,0.17,19,0,19646,3,0,87.72000000000001,661.98
1370,43,9389,333,0.39,38,3,53405,2,1,129.87,3661.71
1371,46,6922,565,0.38,39,2,102933,0,0,214.7,2630.36
1372,34,8322,379,0.59,27,1,4562,0,1,223.60999999999999,4909.98
1373,39,12003,712,0.54,12,4,988,1,1,384.48,6481.620000000001
1374,54,5183,551,0.57,25,0,87968,0,0,314.07,2954.31
1375,37,5797,311,0.16,15,2,85609,1,1,49.76,927.52
1376,63,7178,700,0.53,24,1,112046,0,0,371.0,3804.34
1377,23,11836,581,0.16,9,1,67359,1,0,92.96000000000001,1893.76
1378,56,5968,411,0.42,28,0,23510,0,0,172.62,2506.56
1379,63,4716,677,0.46,37,0,8702,0,0,311.42,2169.36
1380,55,2190,567,0.18,19,3,18714,0,0,102.06,394.2
1381,51,3335,597,0.42,25,3,122242,0,0,250.73999999999998,1400.7
1382,34,10181,616,0.13,31,0,125185,0,0,80.08,1323.53
1383,34,14995,808,0.25,38,0,18544,0,0,202.0,3748.75
1384,39,13298,845,0.56,37,2,53150,0,0,473.20000000000005,7446.880000000001
1385,53,2378,664,0.19,23,3,68249,0,0,126.16,451.82
1386,53,14674,846,0.13,30,1,121803,0,0,109.98,1907.6200000000001
1387,56,5829,570,0.32,39,3,108408,0,0,182.4,1865.28
1388,60,8380,773,0.53,11,3,88718,0,0,409.69,4441.400000000001
1389,50,2615,836,0.14,35,0,116590,0,0,117.04,366.1
1390,50,4330,533,0.28,9,0,44966,0,0,149.24,1212.4
1391,37,3754,358,0.55,5,3,119501,0,0,196.9,2064.7000000000003
1392,31,2463,550,0.16,6,4,106134,1,0,88.0,394.08
1393,51,11158,385,0.26,30,4,43311,0,1,100.10000000000001,2901.08
1394,46,6267,689,0.49,26,3,134176,0,1,337.61,3070.83
1395,60,5158,479,0.37,7,4,63889,0,0,177.23,1908.46
1396,41,5624,448,0.52,2,3,74622,0,1,232.96,2924.48
1397,26,6938,420,0.16,39,0,64184,0,0,67.2,1110.08
1398,22,7417,555,0.56,20,0,99132,0,0,310.8,4153.52
1399,51,8004,608,0.57,0,0,26369,0,0,346.55999999999995,4562.28
1400,24,10881,358,0.18,14,1,79809,0,0,64.44,1958.58
1401,35,12814,368,0.12,6,0,113245,0,0,44.16,1537.6799999999998
1402,51,7603,745,0.59,14,0,21218,0,0,439.54999999999995,4485.7699999999995
1403,25,4212,687,0.34,24,3,14189,0,0,233.58,1432.0800000000002
1404,39,8120,385,0.39,2,4,119782,3,0,150.15,3166.8
1405,58,7818,526,0.41,29,4,43056,2,0,215.66,3205.3799999999997
1406,46,2382,483,0.49,13,0,91701,0,1,236.67,1167.18
1407,22,4256,621,0.51,3,0,79326,0,0,316.71,2170.56
1408,36,14002,617,0.2,35,0,144912,0,0,123.4,2800.4
1409,30,13695,698,0.22,2,3,108705,0,0,153.56,3012.9
1410,36,3412,592,0.54,4,3,104849,0,1,319.68,1842.48
1411,45,11775,592,0.51,24,3,107233,0,0,301.92,6005.25
1412,25,8146,784,0.41,30,4,128074,0,0,321.44,3339.8599999999997
1413,33,2371,746,0.6,10,1,71260,0,0,447.59999999999997,1422.6
1414,58,7806,711,0.47,7,4,86178,0,0,334.16999999999996,3668.8199999999997
1415,58,7565,807,0.21,25,3,43879,0,0,169.47,1588.6499999999999
1416,64,10802,543,0.52,1,2,39702,0,0,282.36,5617.04
1417,27,10307,719,0.31,27,1,140205,0,0,222.89,3195.17
1418,60,9437,453,0.12,9,0,3347,0,1,54.36,1132.44
1419,45,2446,723,0.26,38,4,131112,3,0,187.98000000000002,635.96
1420,32,3391,572,0.48,36,1,106384,3,1,274.56,1627.6799999999998
1421,34,13516,819,0.58,38,2,136758,0,0,475.02,7839.28
1422,55,3340,427,0.24,20,1,56328,1,1,102.47999999999999,801.6
1423,46,14702,672,0.22,27,4,8040,0,0,147.84,3234.44
1424,28,4939,458,0.38,37,3,18706,0,0,174.04,1876.82
1425,25,13891,475,0.51,32,0,107853,0,0,242.25,7084.41
1426,29,7969,510,0.47,10,3,40847,0,0,239.7,3745.43
1427,41,11265,746,0.38,0,3,57860,0,0,283.48,4280.7
1428,50,6813,466,0.42,32,4,2983,0,0,195.72,2861.46
1429,31,5569,759,0.22,2,3,69975,0,0,166.98,1225.18
1430,64,7454,656,0.32,25,3,88309,0,0,209.92000000000002,2385.28
1431,55,5150,603,0.23,14,4,146598,3,0,138.69,1184.5
1432,47,11797,532,0.54,13,4,147658,0,0,287.28000000000003,6370.38
1433,62,8414,626,0.16,22,2,76185,2,0,100.16,1346.24
1434,24,6657,481,0.44,7,3,4093,0,0,211.64000000000001,2929.08
1435,27,8947,633,0.23,35,1,143391,2,0,145.59,2057.81
1436,26,12486,328,0.34,19,0,3808,1,1,111.52000000000001,4245.240000000001
1437,26,9943,392,0.25,5,0,28888,0,0,98.0,2485.75
1438,44,5662,629,0.26,32,4,1595,0,0,163.54,1472.1200000000001
1439,30,6482,483,0.23,27,4,110102,0,0,111.09,1490.8600000000001
1440,56,6797,394,0.48,37,2,138709,3,0,189.12,3262.56
1441,41,7068,652,0.28,29,3,125214,0,0,182.56000000000003,1979.0400000000002
1442,63,7480,564,0.46,16,4,118447,0,0,259.44,3440.8
1443,56,10033,318,0.33,8,4,71224,0,0,104.94000000000001,3310.8900000000003
1444,39,2983,798,0.37,27,0,103206,2,0,295.26,1103.71
1445,38,7607,438,0.37,6,3,37759,0,0,162.06,2814.59
1446,45,10543,824,0.59,27,2,111164,0,0,486.15999999999997,6220.37
1447,24,11916,554,0.28,16,4,64143,0,0,155.12,3336.4800000000005
1448,53,12143,384,0.2,39,4,3625,0,0,76.80000000000001,2428.6
1449,56,11471,757,0.56,4,4,4877,0,0,423.92,6423.76
1450,59,3907,831,0.19,4,0,88953,0,0,157.89000000000001,742.33
1451,34,8924,391,0.52,13,4,125509,0,0,203.32,4640.4800000000005
1452,46,11216,368,0.18,5,4,65358,0,0,66.24,2018.8799999999999
1453,30,10737,336,0.43,6,0,121042,0,0,144.48,4616.91
1454,25,6174,439,0.18,16,4,76285,0,0,79.02,1111.32
1455,35,12573,477,0.56,8,3,23819,0,1,267.12,7040.880000000001
1456,58,11080,436,0.38,30,3,112281,1,0,165.68,4210.4
1457,55,9265,489,0.26,21,0,129520,0,0,127.14,2408.9
1458,32,11297,641,0.17,8,3,66786,0,0,108.97000000000001,1920.4900000000002
1459,62,12741,304,0.29,15,2,20620,0,0,88.16,3694.89
1460,24,3990,556,0.45,35,4,56981,0,0,250.20000000000002,1795.5
1461,49,7596,542,0.29,33,2,132682,0,0,157.17999999999998,2202.8399999999997
1462,50,5998,714,0.22,12,3,28646,0,0,157.08,1319.56
1463,30,5775,642,0.39,18,0,14082,0,0,250.38,2252.25
1464,24,13004,678,0.31,11,0,69551,1,0,210.18,4031.24
1465,46,11112,445,0.18,35,2,19736,0,0,80.1,2000.1599999999999
1466,55,6645,622,0.18,9,3,142129,0,0,111.96,1196.1
1467,33,4061,421,0.45,15,4,36806,1,1,189.45000000000002,1827.45
1468,63,6487,551,0.59,27,3,117299,0,0,325.09,3827.33
1469,30,13831,610,0.22,18,3,99477,0,0,134.2,3042.82
1470,36,13357,774,0.49,39,0,62971,2,1,379.26,6544.93
1471,61,6435,791,0.14,5,1,130548,0,0,110.74000000000001,900.9000000000001
1472,46,4644,646,0.29,3,4,61837,0,0,187.33999999999997,1346.76
1473,26,3045,786,0.35,29,4,41075,0,0,275.09999999999997,1065.75
1474,32,13748,772,0.23,38,0,97464,0,0,177.56,3162.04
1475,55,9951,681,0.36,30,3,105787,0,0,245.16,3582.3599999999997
1476,45,8449,579,0.54,26,0,38039,1,1,312.66,4562.46
1477,36,4681,371,0.57,20,3,65159,0,1,211.46999999999997,2668.1699999999996
1478,59,5199,820,0.15,36,1,8398,0,0,123.0,779.85
1479,29,8768,665,0.24,8,1,119102,0,0,159.6,2104.3199999999997
1480,26,11130,393,0.59,34,2,6580,3,1,231.86999999999998,6566.7
1481,47,9440,672,0.24,20,3,68493,0,0,161.28,2265.6
1482,39,10633,638,0.45,16,0,4449,0,0,287.1,4784.85
1483,27,4550,736,0.23,23,0,67064,0,0,169.28,1046.5
1484,58,6225,635,0.28,30,0,39591,0,0,177.8,1743.0000000000002
1485,34,2596,791,0.2,5,2,124988,0,0,158.20000000000002,519.2
1486,49,8054,339,0.53,34,4,88799,2,1,179.67000000000002,4268.62
1487,26,3505,658,0.54,36,0,96540,0,0,355.32000000000005,1892.7
1488,34,11053,553,0.25,12,1,81354,0,0,138.25,2763.25
1489,38,12832,697,0.51,24,0,80445,0,0,355.47,6544.32
1490,61,8468,469,0.28,31,0,144444,0,0,131.32000000000002,2371.0400000000004
1491,53,9236,810,0.15,0,0,143000,0,0,121.5,1385.3999999999999
1492,50,13923,559,0.48,34,4,44531,1,1,268.32,6683.04
1493,24,3551,758,0.4,18,0,139028,3,0,303.2,1420.4
1494,61,13428,828,0.24,11,4,11323,0,0,198.72,3222.72
1495,55,11928,640,0.23,39,4,39513,3,0,147.20000000000002,2743.44
1496,61,8852,356,0.59,39,2,56922,0,1,210.04,5222.679999999999
1497,48,3449,517,0.53,19,1,35789,0,0,274.01,1827.97
1498,34,7953,763,0.5,32,0,12737,1,1,381.5,3976.5
1499,54,10456,546,0.16,28,0,74138,0,0,87.36,1672.96
1500,27,10042,672,0.48,15,0,15366,1,0,322.56,4820.16
1501,45,4659,716,0.21,13,4,48168,0,0,150.35999999999999,978.39
1502,40,9509,330,0.59,6,3,99725,2,1,194.7,5610.3099999999995
1503,37,9893,667,0.13,5,1,86395,1,0,86.71000000000001,1286.0900000000001
1504,61,9445,407,0.28,20,0,146218,0,0,113.96000000000001,2644.6000000000004
1505,49,4721,717,0.31,35,3,126169,2,0,222.27,1463.51
1506,54,11654,697,0.51,21,3,25370,3,1,355.47,5943.54
1507,62,14444,571,0.48,39,3,119793,0,0,274.08,6933.12
1508,34,11637,415,0.29,18,1,76442,0,0,120.35,3374.7299999999996
1509,64,12490,555,0.38,24,3,120424,1,0,210.9,4746.2
1510,46,4925,380,0.52,2,0,38088,1,1,197.6,2561.0
1511,63,11824,427,0.11,35,0,124391,0,1,46.97,1300.64
1512,57,12566,534,0.5,33,2,52279,0,0,267.0,6283.0
1513,48,9104,480,0.57,10,4,35992,3,1,273.59999999999997,5189.28
1514,59,8240,456,0.12,26,3,116541,0,0,54.72,988.8
1515,28,2512,753,0.12,1,4,106590,1,0,90.36,301.44
1516,26,2215,323,0.27,5,4,136271,0,0,87.21000000000001,598.0500000000001
1517,64,9299,772,0.14,1,4,53587,0,0,108.08000000000001,1301.8600000000001
1518,52,13523,699,0.34,16,4,95947,0,0,237.66000000000003,4597.820000000001
1519,44,12364,433,0.46,39,4,90945,1,1,199.18,5687.4400000000005
1520,63,5153,720,0.38,13,0,50103,0,0,273.6,1958.14
1521,31,9450,512,0.2,9,1,111392,0,0,102.4,1890.0
1522,53,3706,781,0.43,32,3,66986,0,0,335.83,1593.58
1523,64,12298,647,0.44,11,3,11839,0,0,284.68,5411.12
1524,51,3567,465,0.57,31,0,86938,0,1,265.04999999999995,2033.1899999999998
1525,60,12400,647,0.17,23,0,104134,0,0,109.99000000000001,2108.0
1526,52,12523,697,0.45,13,4,12484,0,0,313.65000000000003,5635.35
1527,39,12345,734,0.56,4,1,133292,0,0,411.04,6913.200000000001
1528,57,3128,520,0.35,4,3,132165,0,0,182.0,1094.8
1529,23,5510,607,0.28,31,2,87395,0,0,169.96,1542.8000000000002
1530,35,14515,765,0.19,32,0,18250,0,0,145.35,2757.85
1531,34,9867,398,0.53,3,2,64781,2,1,210.94,5229.51
1532,50,13845,541,0.3,29,3,45488,0,0,162.29999999999998,4153.5
1533,33,4365,457,0.56,16,0,114182,0,0,255.92000000000002,2444.4
1534,60,7583,526,0.52,2,3,51216,0,0,273.52,3943.1600000000003
1535,23,6897,722,0.29,12,0,101185,0,0,209.38,2000.1299999999999
1536,53,7718,371,0.39,35,3,35773,0,0,144.69,3010.02
1537,34,8001,542,0.11,17,2,139462,0,0,59.62,880.11
1538,48,13113,829,0.23,22,1,60223,0,0,190.67000000000002,3015.9900000000002
1539,62,6567,344,0.46,34,0,16727,0,1,158.24,3020.82
